,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Risk
3518,0,18600,72860.0,90347.0,DebtCon,Other,0.0,1.0,1.0,104.04046687,2.0,26.0,36.025925278,LOW
3519,1,18600,73473.0,105848.0,HomeImp,Mgr,9.0,0.0,4.0,186.71283572,1.0,14.0,27.646036576,N/A
3520,0,18600,84874.0,115759.0,DebtCon,ProfExe,9.0,0.0,0.0,146.06981083,3.0,18.0,39.834319933,LOW
3521,0,18600,47199.0,70134.0,DebtCon,Other,8.0,0.0,0.0,86.558860141,3.0,15.0,43.507938545,LOW
3522,1,18600,23850.0,61808.0,HomeImp,Other,12.0,0.0,0.0,46.946164052,0.0,8.0,40.852927503,LOW
3523,0,18600,60709.0,89683.0,DebtCon,Other,1.0,0.0,0.0,316.31385839,2.0,16.0,43.756566038,LOW
3524,0,18600,58992.0,86816.0,DebtCon,,4.0,0.0,0.0,103.50429531,0.0,16.0,40.956598244,LOW
3525,0,18600,96993.0,134785.0,DebtCon,Mgr,14.0,0.0,0.0,173.89751303,2.0,25.0,33.363269718,LOW
3526,0,18600,23792.0,79716.0,HomeImp,Other,,0.0,0.0,238.78983667,0.0,50.0,42.127124258,LOW
3527,0,18600,14167.0,71194.0,DebtCon,Office,,0.0,0.0,264.01712414,0.0,21.0,40.246901138,LOW
3528,0,18600,98200.0,123662.0,DebtCon,Office,0.0,,3.0,241.64223157,0.0,29.0,41.05065735,N/A
3529,0,18600,100144.0,153751.0,HomeImp,ProfExe,4.0,0.0,0.0,93.662170489,0.0,16.0,34.892733618,LOW
3530,0,18600,20915.0,40098.0,,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,LOW
3531,0,18600,38674.0,63641.0,HomeImp,Other,23.0,0.0,0.0,245.04937197,0.0,13.0,25.180989842,LOW
3532,0,18600,50167.0,96312.0,DebtCon,ProfExe,5.0,0.0,0.0,128.33943385,1.0,21.0,36.377322201,LOW
3533,0,18600,39783.0,59196.0,DebtCon,Other,17.0,0.0,0.0,279.81006654,0.0,21.0,29.774806835,LOW
3534,0,18600,119741.0,212530.0,DebtCon,Other,4.0,1.0,0.0,202.28857763,0.0,17.0,27.07376116,LOW
3535,0,18600,48711.0,69611.0,HomeImp,Office,2.0,0.0,0.0,130.25313366,0.0,17.0,33.691188019,LOW
3536,1,18600,64248.0,82690.0,DebtCon,Mgr,0.0,1.0,0.0,89.189005469,0.0,23.0,53.848219887,LOW
3537,0,18600,49385.0,70220.0,DebtCon,ProfExe,6.0,0.0,0.0,229.474919,2.0,32.0,30.731396529,LOW
3538,0,18600,57300.0,8000.0,DebtCon,Other,6.0,,,68.0,1.0,17.0,,N/A
3539,0,18600,132785.0,155644.0,DebtCon,Mgr,,0.0,0.0,225.72750616,0.0,20.0,37.32857399,LOW
3540,0,18600,43438.0,69441.0,DebtCon,Office,1.0,0.0,0.0,229.2744494,0.0,11.0,35.800071424,LOW
3541,0,18600,,95085.0,,Other,,0.0,0.0,175.78799489,1.0,10.0,32.250915334,LOW
3542,0,18600,,20700.0,DebtCon,ProfExe,6.0,0.0,0.0,104.53333333,1.0,19.0,,LOW
3543,0,18600,80970.0,101244.0,DebtCon,ProfExe,0.0,0.0,0.0,272.88259897,2.0,20.0,39.808993217,LOW
3544,0,18600,15243.0,172611.0,HomeImp,Mgr,25.0,0.0,0.0,73.441538538,2.0,21.0,29.095882796,LOW
3545,1,18600,51936.0,75278.0,DebtCon,ProfExe,3.0,0.0,0.0,199.80175424,0.0,21.0,36.995645842,LOW
3546,0,18600,96476.0,119780.0,DebtCon,Office,0.0,,2.0,264.15312468,0.0,29.0,40.805743364,LOW
3547,0,18700,37883.0,64763.0,HomeImp,Other,25.0,0.0,0.0,236.99683653,0.0,13.0,23.621203075,LOW
3548,0,18700,58498.0,90135.0,DebtCon,Office,30.0,0.0,0.0,199.10927232,0.0,21.0,33.182239494,LOW
3549,0,18700,65458.0,84639.0,DebtCon,Other,0.0,1.0,2.0,97.146544029,2.0,25.0,33.690687903,LOW
3550,1,18700,39441.0,71345.0,DebtCon,Other,11.0,0.0,4.0,132.83675752,0.0,13.0,27.691648158,N/A
3551,0,18700,69954.0,104510.0,DebtCon,Office,10.0,0.0,0.0,211.24331121,2.0,13.0,33.549858765,LOW
3552,0,18700,11886.0,63762.0,DebtCon,Sales,0.0,0.0,0.0,315.2604995,0.0,5.0,39.675833586,LOW
3553,0,18700,47903.0,63933.0,HomeImp,Office,3.0,0.0,0.0,120.41804194,1.0,17.0,32.977596653,LOW
3554,0,18700,136790.0,178135.0,DebtCon,Mgr,12.0,0.0,0.0,246.95441969,0.0,21.0,30.11861356,LOW
3555,0,18700,99003.0,162566.0,,Other,,1.0,,252.26379877,,23.0,39.209039167,N/A
3556,0,18700,63990.0,94035.0,,ProfExe,9.0,0.0,0.0,,0.0,14.0,25.783356591,LOW
3557,0,18700,110292.0,132953.0,DebtCon,ProfExe,7.0,0.0,0.0,105.4248876,0.0,14.0,30.552752321,LOW
3558,0,18700,50354.0,79011.0,DebtCon,Other,1.0,,1.0,290.82702957,1.0,10.0,35.139034361,LOW
3559,0,18700,68196.0,89641.0,DebtCon,Other,0.0,2.0,1.0,112.97604123,1.0,26.0,34.414621628,LOW
3560,0,18700,93210.0,109980.0,DebtCon,ProfExe,7.0,0.0,0.0,145.48592651,2.0,20.0,22.496235519,LOW
3561,1,18700,70562.0,91223.0,DebtCon,Other,27.0,0.0,2.0,112.71036806,4.0,35.0,64.272476898,LOW
3562,0,18700,66197.0,83151.0,HomeImp,ProfExe,12.0,0.0,2.0,157.94598178,0.0,14.0,29.349485795,LOW
3563,0,18700,66891.0,94454.0,DebtCon,Office,0.0,0.0,0.0,160.71128201,3.0,20.0,32.784193505,LOW
3564,1,18700,66003.0,82410.0,DebtCon,Mgr,0.0,1.0,0.0,85.77380757,1.0,23.0,51.517385302,LOW
3565,0,18700,45365.0,71853.0,DebtCon,Other,7.0,0.0,0.0,98.456484436,3.0,15.0,41.388747587,LOW
3566,0,18700,59929.0,89526.0,DebtCon,Office,0.0,0.0,0.0,64.454725278,0.0,22.0,35.087348647,LOW
3567,0,18700,87958.0,114696.0,DebtCon,Other,20.0,0.0,0.0,301.9122949,0.0,17.0,24.415219692,LOW
3568,0,18700,118208.0,130216.0,DebtCon,,14.0,0.0,0.0,190.95732454,0.0,17.0,40.748234633,LOW
3569,0,18700,39821.0,60672.0,HomeImp,Other,26.0,0.0,0.0,243.86876302,0.0,14.0,23.35928056,LOW
3570,0,18800,110098.0,120662.0,DebtCon,Other,0.0,0.0,0.0,122.16982106,1.0,21.0,39.322315408,LOW
3571,0,18800,77025.0,103322.0,HomeImp,ProfExe,8.0,0.0,0.0,87.133722098,0.0,15.0,33.405896838,LOW
3572,0,18800,70102.0,99841.0,HomeImp,ProfExe,10.0,0.0,0.0,68.168572872,0.0,16.0,32.853794362,LOW
3573,1,18800,67666.0,167619.0,HomeImp,ProfExe,14.0,0.0,0.0,135.95180823,1.0,11.0,47.590528653,LOW
3574,0,18800,166737.0,199303.0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787,LOW
3575,1,18800,73396.0,137076.0,DebtCon,Office,18.0,0.0,1.0,163.59204517,4.0,20.0,40.375372412,LOW
3576,0,18800,96272.0,163250.0,DebtCon,Mgr,2.0,0.0,0.0,204.49258593,1.0,19.0,37.868355391,LOW
3577,0,18800,98582.0,122597.0,HomeImp,Mgr,1.0,0.0,0.0,307.52479033,1.0,20.0,39.394168925,LOW
3578,0,18800,7739.0,65181.0,DebtCon,Sales,0.0,0.0,0.0,315.23089754,0.0,6.0,37.983557776,LOW
3579,0,18800,66562.0,90325.0,DebtCon,Other,0.0,1.0,1.0,112.90326219,2.0,25.0,33.162271481,LOW
3580,1,18800,63836.0,87000.0,DebtCon,Other,8.0,2.0,1.0,110.56666667,2.0,33.0,,LOW
3581,0,18800,102120.0,165302.0,,Other,,0.0,,274.11292609,,24.0,40.105029842,N/A
3582,0,18800,91731.0,125902.0,DebtCon,Office,24.0,0.0,0.0,276.7274249,2.0,16.0,32.294304005,LOW
3583,0,18800,22782.0,60590.0,HomeImp,ProfExe,8.0,0.0,0.0,198.87639548,0.0,13.0,30.329929987,LOW
3584,0,18800,88828.0,116683.0,DebtCon,ProfExe,6.0,0.0,0.0,141.84139798,1.0,20.0,21.679278339,LOW
3585,0,18900,127269.0,203737.0,HomeImp,ProfExe,14.0,0.0,0.0,206.20003676,0.0,21.0,36.272858359,LOW
3586,0,18900,,49442.0,DebtCon,Office,2.0,0.0,0.0,76.571848001,1.0,9.0,38.8759867,LOW
3587,0,18900,87081.0,115165.0,DebtCon,Other,13.0,0.0,0.0,120.46218617,1.0,8.0,34.400376562,LOW
3588,0,18900,83474.0,104133.0,HomeImp,ProfExe,4.0,0.0,0.0,109.9887849,1.0,24.0,38.864019539,LOW
3589,0,18900,34583.0,59247.0,DebtCon,Other,15.0,0.0,0.0,89.340627109,0.0,17.0,39.990188361,LOW
3590,0,18900,91784.0,117626.0,DebtCon,Other,21.0,0.0,0.0,280.1234728,0.0,16.0,25.67302186,LOW
3591,0,18900,87657.0,117577.0,DebtCon,ProfExe,9.0,0.0,0.0,142.46649495,2.0,19.0,39.96618165,LOW
3592,0,18900,154563.0,198790.0,DebtCon,Other,7.0,0.0,0.0,,1.0,15.0,29.47261446,LOW
3593,1,18900,51075.0,78045.0,DebtCon,Office,2.0,1.0,5.0,74.091196034,1.0,15.0,42.198282202,HIGH
3594,0,18900,39727.0,68477.0,DebtCon,Office,11.0,0.0,2.0,134.27984227,0.0,22.0,40.42119971,LOW
3595,1,18900,17800.0,40798.0,DebtCon,Office,6.0,2.0,0.0,167.46666667,2.0,16.0,,LOW
3596,0,18900,68315.0,98175.0,HomeImp,Mgr,14.0,0.0,0.0,161.33333333,0.0,28.0,,LOW
3597,0,18900,127559.0,154545.0,DebtCon,Mgr,,0.0,0.0,216.66951535,0.0,18.0,36.915878204,LOW
3598,0,18900,55238.0,112776.0,DebtCon,ProfExe,16.0,0.0,0.0,251.54939236,0.0,19.0,25.769499901,LOW
3599,0,18900,123206.0,205608.0,DebtCon,Other,4.0,0.0,0.0,201.30237176,0.0,17.0,27.527502021,LOW
3600,1,18900,,75252.0,DebtCon,,,,,,,,42.919604974,N/A
3601,0,18900,100416.0,161147.0,DebtCon,Mgr,1.0,0.0,0.0,216.09704957,1.0,18.0,38.460499883,LOW
3602,0,18900,44605.0,65489.0,DebtCon,ProfExe,15.0,0.0,0.0,189.00845586,0.0,23.0,38.57108327,LOW
3603,0,18900,69325.0,102438.0,DebtCon,Other,,2.0,1.0,222.65227491,2.0,13.0,43.524097796,LOW
3604,1,18900,61429.0,84990.0,DebtCon,ProfExe,8.0,3.0,1.0,166.17939921,2.0,64.0,40.436704805,LOW
3605,0,18900,101289.0,127485.0,HomeImp,Mgr,0.0,0.0,0.0,319.25081591,0.0,19.0,42.723232206,LOW
3606,0,18900,52640.0,113391.0,DebtCon,ProfExe,16.0,0.0,0.0,257.52379662,0.0,19.0,27.792323705,LOW
3607,0,18900,103130.0,120119.0,DebtCon,Other,7.0,0.0,0.0,292.7517427,1.0,19.0,30.681688914,LOW
3608,0,18900,64290.0,87837.0,DebtCon,Other,2.0,0.0,0.0,309.00545799,3.0,15.0,42.168358483,LOW
3609,0,18900,82537.0,117610.0,DebtCon,Mgr,16.0,0.0,0.0,233.84853474,5.0,30.0,39.064892967,LOW
3610,0,19000,52157.0,157459.0,DebtCon,ProfExe,19.0,0.0,0.0,248.72353316,0.0,28.0,21.92019846,LOW
3611,0,19000,62356.0,92299.0,DebtCon,Office,0.0,0.0,0.0,60.294143175,0.0,23.0,34.816959504,LOW
3612,0,19000,7524.0,28639.0,DebtCon,Other,,0.0,0.0,60.328252745,1.0,18.0,42.358461482,LOW
3613,0,19000,43479.0,78631.0,DebtCon,Other,1.0,,1.0,301.40369147,1.0,10.0,38.253096875,LOW
3614,0,19000,172108.0,195892.0,DebtCon,ProfExe,10.0,0.0,0.0,276.76334062,0.0,38.0,24.475689897,LOW
3615,0,19000,130291.0,168187.0,DebtCon,Office,3.0,0.0,0.0,140.68934288,0.0,20.0,24.788150207,LOW
3616,0,19000,167104.0,200184.0,DebtCon,ProfExe,9.0,0.0,0.0,256.64834362,0.0,38.0,23.668678492,LOW
3617,0,19000,22236.0,169461.0,HomeImp,Self,7.0,0.0,0.0,296.08019369,0.0,27.0,27.640018057,LOW
3618,0,19000,75673.0,100335.0,HomeImp,ProfExe,8.0,0.0,0.0,93.159544907,0.0,16.0,33.518480526,LOW
3619,0,19000,107199.0,132723.0,DebtCon,ProfExe,7.0,0.0,0.0,91.371931685,0.0,13.0,31.442611616,LOW
3620,0,19000,57429.0,86250.0,DebtCon,Office,5.0,,,175.5,,16.0,,N/A
3621,0,19000,47400.0,80000.0,DebtCon,Other,12.0,0.0,0.0,95.366666667,1.0,10.0,,LOW
3622,0,19000,43074.0,75700.0,,,,,,,,,,N/A
3623,0,19000,122000.0,158000.0,DebtCon,Office,2.0,,1.0,374.03333333,,52.0,,LOW
3624,0,19000,145800.0,190300.0,DebtCon,ProfExe,13.0,,,109.66666667,1.0,24.0,,N/A
3625,1,19000,42000.0,64000.0,DebtCon,Mgr,9.0,0.0,0.0,30.466666667,3.0,8.0,,LOW
3626,1,19000,64758.0,119780.0,DebtCon,ProfExe,19.0,0.0,4.0,349.0,0.0,20.0,,N/A
3627,1,19000,46300.0,72000.0,DebtCon,ProfExe,5.0,1.0,1.0,215.03333333,6.0,24.0,,LOW
3628,1,19000,171106.0,200000.0,DebtCon,Other,9.8,3.0,0.0,153.16666667,0.0,26.0,,LOW
3629,1,19000,93050.0,118000.0,DebtCon,Office,1.0,0.0,0.0,40.566666667,0.0,10.0,,LOW
3630,0,19000,104176.0,165086.0,,Other,,0.0,,254.74248035,,24.0,39.613205573,N/A
3631,1,19000,105200.0,130000.0,HomeImp,Self,5.0,1.0,0.0,237.43333333,1.0,27.0,,LOW
3632,0,19000,165988.0,217000.0,DebtCon,Office,13.0,0.0,0.0,214.03333333,1.0,32.0,,LOW
3633,1,19000,100670.0,122581.0,DebtCon,Mgr,10.0,0.0,,81.252547416,0.0,27.0,41.863631054,N/A
3634,1,19000,24658.0,47027.0,HomeImp,Mgr,19.0,0.0,0.0,159.10522518,4.0,31.0,53.548195849,LOW
3635,1,19000,15100.0,23200.0,HomeImp,Other,3.2,1.0,1.0,64.9,3.0,21.0,,LOW
3636,0,19000,105729.0,172555.0,DebtCon,Office,6.0,0.0,0.0,216.43903593,4.0,23.0,41.046748124,LOW
3637,0,19000,42488.0,65636.0,DebtCon,Other,7.0,0.0,0.0,90.676444354,3.0,14.0,42.226716481,LOW
3638,0,19100,51994.0,66467.0,DebtCon,Other,7.0,0.0,0.0,100.18188768,3.0,15.0,41.155082612,LOW
3639,0,19100,31442.0,57151.0,DebtCon,Other,16.0,0.0,0.0,100.03263589,1.0,17.0,39.907041625,LOW
3640,0,19100,105111.0,176829.0,DebtCon,Office,6.0,0.0,0.0,211.40033751,4.0,24.0,41.413123846,LOW
3641,0,19100,46406.0,64413.0,DebtCon,Other,16.0,0.0,0.0,285.72525765,0.0,22.0,30.774536167,LOW
3642,0,19100,129111.0,197592.0,HomeImp,ProfExe,12.0,0.0,0.0,207.15517384,0.0,21.0,36.141777843,LOW
3643,0,19100,48730.0,115967.0,DebtCon,ProfExe,15.0,0.0,0.0,264.91508429,0.0,19.0,25.40820478,LOW
3644,0,19100,58453.0,76731.0,DebtCon,Other,15.0,1.0,0.0,203.14107643,1.0,21.0,36.228729628,LOW
3645,0,19100,22094.0,61820.0,HomeImp,ProfExe,5.0,0.0,0.0,201.13547773,0.0,13.0,28.888876198,LOW
3646,0,19100,73217.0,93033.0,DebtCon,Other,1.0,2.0,1.0,113.69456607,2.0,26.0,36.384163815,LOW
3647,0,19200,68902.0,98737.0,DebtCon,Office,1.0,0.0,0.0,166.81657408,4.0,19.0,33.035075976,LOW
3648,0,19200,54483.0,81690.0,DebtCon,Other,16.0,0.0,0.0,198.70251643,0.0,21.0,37.749426528,LOW
3649,1,19200,62334.0,91300.0,DebtCon,Mgr,8.0,0.0,1.0,92.333333333,4.0,13.0,,LOW
3650,0,19200,73339.0,95426.0,DebtCon,Office,1.0,0.0,0.0,169.97974973,4.0,19.0,33.299295759,LOW
3651,0,19200,101641.0,160839.0,,Other,,1.0,,260.83499293,,23.0,37.123604306,N/A
3652,0,19200,83591.0,109772.0,HomeImp,ProfExe,4.0,0.0,0.0,101.49881202,1.0,25.0,37.077041528,LOW
3653,0,19200,96401.0,115545.0,DebtCon,ProfExe,7.0,0.0,0.0,128.71451378,1.0,20.0,22.187289994,LOW
3654,0,19200,153722.0,199812.0,DebtCon,ProfExe,13.0,,,121.94291622,0.0,24.0,29.802859083,N/A
3655,0,19200,65206.0,13933.0,DebtCon,Other,7.0,,,57.59183135,0.0,16.0,42.50243535,N/A
3656,0,19200,62215.0,76573.0,DebtCon,Other,18.0,0.0,0.0,199.87564576,1.0,21.0,36.02366277,LOW
3657,0,19200,32417.0,97000.0,HomeImp,Other,6.0,0.0,0.0,130.86666667,0.0,15.0,,LOW
3658,0,19200,57728.0,96552.0,DebtCon,Office,0.0,0.0,0.0,80.602363108,0.0,23.0,37.508103137,LOW
3659,0,19200,24430.0,128837.0,DebtCon,Other,9.0,0.0,0.0,355.79841245,1.0,10.0,41.147749222,LOW
3660,0,19200,31307.0,60202.0,DebtCon,ProfExe,18.0,0.0,0.0,170.5812991,1.0,20.0,35.600544953,LOW
3661,1,19300,109000.0,135000.0,DebtCon,Office,3.0,0.0,0.0,98.433333333,13.0,14.0,,LOW
3662,0,19300,83141.0,112096.0,DebtCon,Mgr,15.0,0.0,0.0,255.78828901,5.0,31.0,35.514487999,LOW
3663,0,19300,84425.0,119351.0,DebtCon,Mgr,15.0,0.0,0.0,238.66869708,4.0,31.0,38.298278157,LOW
3664,0,19300,50554.0,76140.0,DebtCon,Mgr,9.0,2.0,0.0,78.276625282,3.0,27.0,36.026904369,LOW
3665,0,19300,53710.0,78082.0,DebtCon,Other,5.0,,,114.14269623,0.0,7.0,36.991343492,N/A
3666,0,19300,148542.0,195791.0,DebtCon,ProfExe,12.0,,,110.32763507,0.0,23.0,30.536610591,N/A
3667,0,19300,73668.0,89061.0,DebtCon,Other,0.0,2.0,1.0,113.45356121,2.0,25.0,33.498815377,LOW
3668,0,19300,31950.0,53814.0,DebtCon,ProfExe,17.0,0.0,0.0,178.45963721,1.0,20.0,37.134712329,LOW
3669,1,19300,27747.0,43740.0,DebtCon,Office,7.0,1.0,0.0,167.65798082,1.0,16.0,35.086070551,LOW
3670,0,19300,76807.0,103026.0,HomeImp,Mgr,13.0,0.0,0.0,169.24875269,0.0,27.0,34.876358722,LOW
3671,0,19300,99714.0,126965.0,HomeImp,Mgr,0.0,0.0,1.0,301.75357401,1.0,20.0,43.290941693,LOW
3672,1,19300,152000.0,182000.0,HomeImp,Self,1.0,,,,,,,N/A
3673,0,19300,39926.0,101208.0,HomeImp,Other,4.0,0.0,0.0,140.05163825,0.0,14.0,31.545694154,LOW
3674,0,19300,33970.0,102792.0,HomeImp,Other,6.0,0.0,0.0,145.02024526,0.0,14.0,31.874217469,LOW
3675,0,19300,98769.0,121140.0,HomeImp,Mgr,0.0,0.0,1.0,313.92451539,0.0,20.0,43.085543048,LOW
3676,0,19300,146465.0,192854.0,DebtCon,ProfExe,13.0,,,110.64880682,1.0,23.0,29.975576027,N/A
3677,0,19300,91004.0,116827.0,DebtCon,ProfExe,6.0,0.0,0.0,163.28211809,1.0,20.0,20.206032584,LOW
3678,0,19300,51580.0,83518.0,DebtCon,Other,13.0,0.0,0.0,89.525931995,0.0,9.0,7.1484132133,LOW
3679,1,19300,96454.0,157809.0,DebtCon,Other,3.0,0.0,0.0,1168.2335609,0.0,0.0,40.206138263,LOW
3680,0,19300,72752.0,106084.0,DebtCon,Office,11.0,0.0,0.0,193.7070998,1.0,13.0,30.686105632,LOW
3681,0,19400,39928.0,106271.0,HomeImp,Other,6.0,0.0,0.0,129.17827724,0.0,14.0,31.922154922,LOW
3682,0,19400,45036.0,78900.0,,,,,,,,,40.023967978,N/A
3683,0,19400,63508.0,12414.0,DebtCon,Other,5.0,,,64.407604619,1.0,16.0,40.570169157,N/A
3684,0,19400,167450.0,200902.0,DebtCon,ProfExe,9.0,0.0,0.0,264.69798241,1.0,37.0,25.630798735,LOW
3685,0,19400,51360.0,76100.0,DebtCon,Office,1.0,0.0,0.0,222.83211812,0.0,11.0,36.263336197,LOW
3686,0,19400,39334.0,103578.0,HomeImp,Other,6.0,0.0,0.0,127.5305161,0.0,15.0,31.367627185,LOW
3687,0,19400,53000.0,82800.0,DebtCon,Other,18.0,0.0,0.0,206.96666667,1.0,22.0,,LOW
3688,0,19400,109812.0,172705.0,DebtCon,Office,5.0,0.0,0.0,204.10541489,3.0,23.0,43.338407206,LOW
3689,0,19400,110745.0,173474.0,DebtCon,Office,6.0,0.0,0.0,217.40670533,4.0,23.0,42.220407153,LOW
3690,1,19400,86219.0,126904.0,HomeImp,Other,0.0,0.0,0.0,,0.0,0.0,34.480849784,LOW
3691,1,19400,178000.0,219300.0,HomeImp,ProfExe,12.0,0.0,0.0,214.36666667,0.0,26.0,,LOW
3692,0,19400,52677.0,80424.0,DebtCon,Mgr,9.0,2.0,0.0,65.847530367,2.0,28.0,34.950823101,LOW
3693,0,19400,71515.0,100771.0,DebtCon,Other,,1.0,1.0,223.17108437,2.0,13.0,40.705043705,LOW
3694,0,19500,94543.0,127718.0,DebtCon,ProfExe,11.0,,,132.40785557,,24.0,30.85706709,N/A
3695,1,19500,100077.0,122352.0,DebtCon,Office,3.0,0.0,0.0,58.861027463,0.0,9.0,38.121518334,LOW
3696,0,19500,51333.0,77732.0,,,,,,,,,37.398316563,N/A
3697,0,19500,92663.0,152627.0,HomeImp,ProfExe,3.0,0.0,0.0,106.7126279,0.0,16.0,35.367656803,LOW
3698,0,19500,98718.0,122659.0,HomeImp,Mgr,0.0,0.0,1.0,324.25708383,0.0,20.0,42.546020912,LOW
3699,0,19500,88909.0,140092.0,DebtCon,Mgr,13.0,0.0,0.0,163.56250439,1.0,25.0,33.005016664,LOW
3700,0,19500,9475.0,30000.0,DebtCon,Other,0.0,1.0,0.0,33.466666667,2.0,4.0,,LOW
3701,0,19500,105000.0,138375.0,DebtCon,Office,12.0,0.0,2.0,219.13333333,0.0,25.0,,LOW
3702,1,19500,50000.0,89100.0,,ProfExe,7.0,2.0,1.0,86.233333333,4.0,25.0,,LOW
3703,1,19500,47000.0,70000.0,DebtCon,Mgr,15.0,0.0,0.0,220.16666667,5.0,21.0,,LOW
3704,0,19500,8861.0,170687.0,HomeImp,Mgr,23.0,0.0,0.0,76.788495476,2.0,20.0,31.584002863,LOW
3705,0,19500,58474.0,89240.0,DebtCon,Office,6.0,,,172.87214555,,15.0,38.823782794,N/A
3706,0,19500,52080.0,89913.0,DebtCon,Other,12.0,0.0,0.0,110.76030661,0.0,9.0,4.337283357,LOW
3707,0,19500,58638.0,13930.0,DebtCon,Other,4.0,,,69.005027135,0.0,16.0,42.50002486,N/A
3708,0,19500,48835.0,72566.0,DebtCon,ProfExe,9.0,0.0,0.0,191.27539659,1.0,42.0,39.612425643,LOW
3709,0,19500,10506.0,70945.0,DebtCon,Office,,0.0,0.0,247.79199149,0.0,22.0,39.755605133,LOW
3710,0,19500,100446.0,121516.0,HomeImp,Mgr,0.0,0.0,0.0,306.11110407,1.0,20.0,43.021823381,LOW
3711,0,19600,64000.0,90000.0,DebtCon,Mgr,9.0,0.0,0.0,195.8,2.0,19.0,,LOW
3712,1,19600,117646.0,149975.0,DebtCon,Other,4.0,0.0,0.0,114.21361486,1.0,12.0,31.222802648,LOW
3713,1,19600,94419.0,123705.0,DebtCon,Self,19.0,,2.0,92.739380404,0.0,22.0,84.379034083,LOW
3714,0,19600,55169.0,86203.0,DebtCon,Other,18.0,0.0,0.0,223.60332921,1.0,22.0,33.755272795,LOW
3715,1,19600,109500.0,136000.0,DebtCon,ProfExe,12.0,2.0,0.0,183.96666667,3.0,32.0,,LOW
3716,0,19600,33284.0,61824.0,DebtCon,Other,14.0,0.0,0.0,119.47307291,1.0,17.0,37.784523666,LOW
3717,0,19600,53662.0,80055.0,DebtCon,Other,6.0,,,99.085542373,0.0,8.0,37.518297806,N/A
3718,0,19600,49984.0,84519.0,DebtCon,Other,12.0,0.0,0.0,92.811333225,0.0,10.0,7.6140654223,LOW
3719,0,19600,85984.0,112721.0,DebtCon,Mgr,18.0,0.0,0.0,239.13779406,4.0,31.0,36.031180289,LOW
3720,0,19600,128876.0,162994.0,DebtCon,Office,2.0,,1.0,382.31221703,,52.0,36.06796344,LOW
3721,0,19700,33529.0,61209.0,DebtCon,Other,17.0,0.0,0.0,112.15874119,0.0,18.0,40.725296117,LOW
3722,0,19700,49793.0,113200.0,DebtCon,ProfExe,16.0,0.0,0.0,251.10419791,0.0,19.0,25.033745755,LOW
3723,1,19700,62351.0,84624.0,DebtCon,Mgr,0.0,1.0,0.0,88.126516775,1.0,22.0,54.241334737,LOW
3724,0,19700,93040.0,113362.0,DebtCon,ProfExe,6.0,0.0,0.0,135.81385685,3.0,21.0,19.704394465,LOW
3725,0,19700,32989.0,75950.0,DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,,LOW
3726,0,19700,23921.0,134867.0,DebtCon,Other,9.0,0.0,0.0,374.1271833,0.0,10.0,38.865655196,LOW
3727,0,19700,60999.0,89841.0,DebtCon,Office,0.0,0.0,0.0,82.103881006,0.0,22.0,36.279990349,LOW
3728,0,19700,5700.0,24457.0,DebtCon,Other,,0.0,0.0,60.156329912,1.0,19.0,41.363878281,LOW
3729,0,19700,105135.0,147353.0,DebtCon,Office,11.0,0.0,2.0,225.69612759,0.0,24.0,43.009650533,LOW
3730,0,19700,70709.0,97394.0,DebtCon,Mgr,0.0,0.0,0.0,94.860466383,0.0,17.0,25.556707636,LOW
3731,1,19700,139534.0,172125.0,DebtCon,Other,0.0,0.0,0.0,101.94351853,6.0,17.0,32.761083981,LOW
3732,0,19700,19349.0,133226.0,DebtCon,Other,9.0,0.0,0.0,342.31635733,1.0,9.0,40.147908351,LOW
3733,0,19800,73557.0,95770.0,DebtCon,Mgr,0.0,0.0,0.0,70.029159184,0.0,17.0,25.596617373,LOW
3734,0,19800,56745.0,83146.0,DebtCon,Other,11.0,0.0,0.0,85.253619221,0.0,10.0,7.8621936317,LOW
3735,0,19800,51454.0,68073.0,HomeImp,Office,1.0,0.0,0.0,130.97479082,0.0,17.0,32.304944123,LOW
3736,0,19800,47488.0,77916.0,,,,,,,,,37.308246697,N/A
3737,0,19800,99137.0,121781.0,HomeImp,Mgr,4.0,0.0,1.0,302.1278732,1.0,20.0,39.510628341,LOW
3738,0,19800,13830.0,85587.0,DebtCon,Other,20.0,0.0,0.0,229.51829511,3.0,40.0,35.311065856,LOW
3739,0,19800,63701.0,14609.0,DebtCon,Other,4.0,,,62.359738199,1.0,17.0,41.874197914,N/A
3740,0,19800,65021.0,95188.0,DebtCon,Mgr,1.0,0.0,0.0,73.081337497,0.0,16.0,27.442542523,LOW
3741,0,19800,69174.0,95154.0,HomeImp,ProfExe,6.0,0.0,0.0,59.459256192,0.0,16.0,31.254821634,LOW
3742,0,19900,90966.0,154351.0,HomeImp,ProfExe,4.0,0.0,0.0,103.97544215,0.0,17.0,35.405919939,LOW
3743,0,19900,128219.0,162012.0,DebtCon,Office,1.0,,0.0,374.02376692,,52.0,37.888166956,LOW
